Ticker;Name;Exchange;About_en;About_es;Url;CedearRatio;Currency;Ready
FTAI;FTAI Aviation Ltd;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
FTNT;Fortinet, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
FUTU;Futu Holdings Limited;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
FWONA;Liberty Media Corp.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
FYBR;Frontier Communications Parent, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
GEHC;GE HealthCare Technologies Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
GEN;Gen Digital Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
GFS;GLOBALFOUNDRIES Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
GGAL;Grupo Financiero Galicia S.A.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
GILD;Gilead Sciences, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
GLBE;Global-e Online Ltd.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
GLPI;Gaming and Leisure Properties, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
GMAB;Genmab A/S;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
GNTX;Gentex Corporation;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
GOOG;Alphabet Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
GOOGL;Alphabet Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
GRAB;Grab Holdings Limited;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
GRFS;Grifols, S.A.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
GT;The Goodyear Tire & Rubber Company;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
GTLB;GitLab Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
HALO;Halozyme Therapeutics, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
HAS;Hasbro, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
HBAN;Huntington Bancshares Incorporated;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
HCP;HashiCorp, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
HLNE;Hamilton Lane Incorporated;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
HOLX;Hologic, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
HON;Honeywell International Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
HOOD;Robinhood Markets, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
HQY;HealthEquity, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
HSIC;Henry Schein, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
HST;Host Hotels & Resorts, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
HTHT;H World Group Limited;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
HWC;Hancock Whitney Corporation;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
IAC;IAC Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
IART;Integra LifeSciences Holdings Corporation;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
IBKR;Interactive Brokers Group, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
IBOC;International Bancshares Corporation;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
ICLR;ICON PLC;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
IDXX;IDEXX Laboratories, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
IEP;Icahn Enterprises L.P.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
ILMN;Illumina, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
IMCR;Immunocore Holdings plc;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
IMGN;ImmunoGen, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
IMVT;Immunovant, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
INCY;Incyte Corporation;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
INSM;Insmed Incorporated;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
INTC;Intel Corporation;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
INTU;Intuit Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
IONS;Ionis Pharmaceuticals, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
IPAR;Inter Parfums, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
IPGP;IPG Photonics Corporation;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
IQ;iQIYI, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
IRDM;Iridium Communications Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
IRTC;iRhythm Technologies, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
ISRG;Intuitive Surgical, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
ITCI;Intra-Cellular Therapies, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
ITRI;Itron, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
JAZZ;Jazz Pharmaceuticals plc;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
JBHT;J.B. Hunt Transport Services, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
JD;JD.com, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
JKHY;Jack Henry & Associates, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
KDP;Keurig Dr Pepper Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
KHC;The Kraft Heinz Company;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
KLAC;KLA Corporation;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
KRTX;Karuna Therapeutics, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
KRYS;Krystal Biotech, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LAMR;Lamar Advertising Company;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LANC;Lancaster Colony Corporation;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LBRDA;Liberty Broadband Corporation;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LBRDK;Liberty Broadband Corporation;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LBTYA;Liberty Global plc;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LBTYB;Liberty Global plc;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LBTYK;Liberty Global plc;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LCID;Lucid Group, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LECO;Lincoln Electric Holdings, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LEGN;Legend Biotech Corporation;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LFUS;Littelfuse, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LI;Li Auto Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LIN;Linde plc;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LITE;Lumentum Holdings Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LKQ;LKQ Corporation;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LNT;Alliant Energy Corporation;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LNTH;Lantheus Holdings, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LNW;Light & Wonder, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LOGI;Logitech International S.A.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LOPE;Grand Canyon Education, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LPLA;LPL Financial Holdings Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LRCX;Lam Research Corporation;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LSCC;Lattice Semiconductor Corporation;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LSTR;Landstar System, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LULU;Lululemon Athletica Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LYFT;Lyft, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MANH;Manhattan Associates, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MAR;Marriott International, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MARA;Marathon Digital Holdings, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MASI;Masimo Corporation;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MAT;Mattel, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MBLY;Mobileye Global Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MCHP;Microchip Technology Incorporated;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MDB;MongoDB, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MDGL;Madrigal Pharmaceuticals, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MDLZ;Mondelez International, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MEDP;Medpace Holdings, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MELI;MercadoLibre, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
META;Meta Platforms, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MIDD;The Middleby Corporation;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MKSI;MKS Instruments, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MKTX;MarketAxess Holdings Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MLCO;Melco Resorts & Entertainment Limited;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MLTX;MoonLake Immunotherapeutics;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MMSI;Merit Medical Systems, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MMYT;MakeMyTrip Limited;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MNDY;monday.com Ltd.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MNST;Monster Beverage Corporation;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MORN;Morningstar, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MPWR;Monolithic Power Systems, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MQ;Marqeta, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MRNA;Moderna, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MRTX;Mirati Therapeutics, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MRVL;Marvell Technology, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MSFT;Microsoft Corporation;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MSTR;MicroStrategy Incorporated;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MTCH;Match Group, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MTSI;MACOM Technology Solutions Holdings, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MU;Micron Technology, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
NARI;Inari Medical, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
NBIX;Neurocrine Biosciences, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
NCNO;nCino, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
NDAQ;Nasdaq, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
NDSN;Nordson Corporation;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
NEOG;Neogen Corporation;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
NFE;New Fortress Energy Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
NFLX;Netflix, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
NICE;NICE Ltd.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
NOVT;Novanta Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
NSIT;Insight Enterprises, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
NTAP;NetApp, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
NTES;NetEase, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
NTNX;Nutanix, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
NTRA;Natera, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
NTRS;Northern Trust Corporation;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
NUVL;Nuvalent, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
NVDA;NVIDIA Corporation;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
NVEI;Nuvei Corporation;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
NVMI;Nova Ltd.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
NWL;Newell Brands Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
NWS;News Corporation;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
NWSA;News Corporation;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
NXPI;NXP Semiconductors N.V.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
NXST;Nexstar Media Group, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
NXT;Nextracker Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
ODFL;Old Dominion Freight Line, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
OKTA;Okta, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
OLED;Universal Display Corporation;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
OLLI;Ollie's Bargain Outlet Holdings, Inc.;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
OMAB;Grupo Aeroportuario del Centro Norte, SAB de CV;NASDAQ;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
