Ticker;Name;Exchange;About_en;About_es;Url;CedearRatio;Currency;Ready
DG;Dollar General Corporation;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
DGX;Quest Diagnostics Incorporated;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
DHI;D.R. Horton, Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
DHR;Danaher Corporation;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
DIS;The Walt Disney Company;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
DLR;Digital Realty Trust, Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
DOV;Dover Corporation;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
DOW;Dow Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
DPZ;Domino's Pizza, Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
DRI;Darden Restaurants, Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
DT;Dynatrace, Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
DTE;DTE Energy Company;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
DUK;Duke Energy Corporation;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
DVN;Devon Energy Corporation;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
E;Eni S.p.A.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
EBR;Centrais Elétricas Brasileiras S.A. - Eletrobrás;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
EC;Ecopetrol S.A.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
ECL;Ecolab Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
ED;Consolidated Edison, Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
EDU;New Oriental Education & Technology Group Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
EFX;Equifax Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
EG;Everest Group, Ltd.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
EIX;Edison International;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
EL;The Estée Lauder Companies Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
ELS;Equity LifeStyle Properties, Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
ELV;Elevance Health Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
EMR;Emerson Electric Co.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
ENB;Enbridge Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
EOG;EOG Resources, Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
EPAM;EPAM Systems, Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
EPD;Enterprise Products Partners L.P.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
EQNR;Equinor ASA;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
EQR;Equity Residential;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
EQT;EQT Corporation;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
ES;Eversource Energy;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
ESS;Essex Property Trust, Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
ET;Energy Transfer LP;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
ETN;Eaton Corporation plc;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
ETR;Entergy Corporation;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
EW;Edwards Lifesciences Corporation;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
EXPD;Expeditors International of Washington, Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
EXR;Extra Space Storage Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
F;Ford Motor Company;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
FCX;Freeport-McMoRan Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
FDS;FactSet Research Systems Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
FDX;FedEx Corporation;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
FE;FirstEnergy Corp.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
FERG;Ferguson plc;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
FI;Fiserv, Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
FICO;Fair Isaac Corporation;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
FIS;Fidelity National Information Services, Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
FLT;FLEETCOR Technologies, Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
FMX;Fomento Económico Mexicano, SAB de CV;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
FNF;Fidelity National Financial, Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
FNV;Franco-Nevada Corporation;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
FTS;Fortis Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
FTV;Fortive Corporation;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
GD;General Dynamics Corporation;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
GDDY;GoDaddy Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
GE;General Electric Company;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
GGG;Graco Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
GIB;CGI Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
GIS;General Mills, Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
GLW;Corning Incorporated;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
GM;General Motors Company;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
GOLD;Barrick Gold Corporation;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
GPC;Genuine Parts Company;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
GPN;Global Payments Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
GRMN;Garmin Ltd.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
GS;The Goldman Sachs Group, Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
GSK;GSK plc;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
GWW;W.W. Grainger, Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
H;Hyatt Hotels Corporation;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
HAL;Halliburton Company;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
HCA;HCA Healthcare, Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
HD;The Home Depot, Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
HDB;HDFC Bank Limited;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
HEI;HEICO Corporation;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
HEI.A;HEICO Corporation;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
HES;Hess Corporation;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
HIG;The Hartford Financial Services Group, Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
HLN;Haleon plc;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
HLT;Hilton Worldwide Holdings Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
HMC;Honda Motor Co., Ltd.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
HPE;Hewlett Packard Enterprise Company;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
HPQ;HP Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
HRL;Hormel Foods Corporation;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
HSBC;HSBC Holdings plc;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
HSY;The Hershey Company;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
HUBB;Hubbell Incorporated;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
HUBS;HubSpot, Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
HUM;Humana Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
HWM;Howmet Aerospace Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
IBM;International Business Machines Corporation;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
IBN;ICICI Bank Limited;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
ICE;Intercontinental Exchange, Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
IEX;IDEX Corporation;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
IFF;International Flavors & Fragrances Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
IHG;InterContinental Hotels Group PLC;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
INFY;Infosys Limited;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
ING;ING Groep N.V.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
INVH;Invitation Homes Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
IOT;Samsara Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
IP;International Paper Company;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
IPG;The Interpublic Group of Companies, Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
IQV;IQVIA Holdings Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
IR;Ingersoll Rand Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
IRM;Iron Mountain Incorporated;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
IT;Gartner, Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
ITUB;Itaú Unibanco Holding S.A.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
ITW;Illinois Tool Works Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
IX;ORIX Corporation;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
J;Jacobs Engineering Group Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
JBL;Jabil Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
JCI;Johnson Controls International plc;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
JHX;James Hardie Industries plc;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
JNJ;Johnson & Johnson;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
JPM;JPMorgan Chase & Co.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
K;Kellanova Co;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
KB;KB Financial Group Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
KEY;KeyCorp;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
KEYS;Keysight Technologies, Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
KIM;Kimco Realty Corporation;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
KKR;KKR & Co. Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
KMB;Kimberly-Clark Corporation;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
KMI;Kinder Morgan, Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
KO;The Coca-Cola Company;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
KOF;Coca-Cola FEMSA, SAB de CV;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
KR;The Kroger Co.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
KVUE;Kenvue Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
L;Loews Corporation;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LDOS;Leidos Holdings, Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LEN;Lennar Corporation;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LEN.B;Lennar Corporation;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LH;Laboratory Corporation of America Holdings;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LHX;L3Harris Technologies, Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LII;Lennox International Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LLY;Eli Lilly and Company;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LMT;Lockheed Martin Corporation;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LOW;Lowe's Companies, Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LUV;Southwest Airlines Co.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LVS;Las Vegas Sands Corp.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LW;Lamb Weston Holdings, Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LYB;LyondellBasell Industries N.V.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LYG;Lloyds Banking Group plc;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
LYV;Live Nation Entertainment, Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MA;Mastercard Incorporated;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MAA;Mid-America Apartment Communities, Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MAS;Masco Corporation;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MCD;McDonald's Corporation;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MCK;McKesson Corporation;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MCO;Moody's Corporation;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MDT;Medtronic plc;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MET;MetLife, Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MFC;Manulife Financial Corporation;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MFG;Mizuho Financial Group, Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MGA;Magna International Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MGM;MGM Resorts International;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MKC;McCormick & Company, Incorporated;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MKL;Markel Corporation;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MLM;Martin Marietta Materials, Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
MMC;Marsh & McLennan Companies, Inc.;NYSE;This is a test text. I will correct this in the future. I think it will be cool.;This is a test text. I will correct this in the future. I think it will be cool.;https://thiswillbean.url;-;US;False
